MODEL_USED,MIN_INPUT_TOKENS,MAX_INPUT_TOKENS,MIN_OUTPUT_TOKENS,MAX_OUTPUT_TOKENS,REQ_MIN,EVALUATION,DURATION,URL,TOTAL_REQUESTS,SUCCESS_RATE,MEDIAN_PROMPT_TOKENS,MEDIAN_RESPONSE_TOKENS,JOB_ID,STAGE,RESPONSES_WITHIN_EXPECTED_INTERVAL,RESPONSES_OUTSIDE_EXPECTED_INTERVAL,AVG_TOKENS_PER_REQUEST,AVG_TOKENS_PER_RESPONSE,INPUT_TOKEN_VARIANCE,OUTPUT_TOKEN_VARIANCE,INPUT_TOKEN_PERCENTILES,OUTPUT_TOKEN_PERCENTILES,REQUEST_TOTAL_TOKEN_PERCENTILES,ADDITIVE_EXPECTED_PROPORTIONS,ADDITIVE_TRUE_PROPORTIONS,TERMINATION_REASON,BINARY_SEARCH_DISTANCE,BINARY_SEARCH_RELATIVE_DISTANCE,LARGEST_TRUE,SMALLEST_FALSE,FINISHED
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,1,100,100,300,256,TRUE,1800s,gpu05:9000,7661,100.0,19,193.167,62931,1,7661,0,226.843232,200.340426,464.642369,3327.651765,"{""p50"":18.0,""p75"":35.0,""p90"":61.0,""p95"":76.0,""p99"":92.0}","{""p50"":200.0,""p75"":250.0,""p90"":280.0,""p95"":290.0,""p99"":299.0}","{""p50"":228.0,""p75"":277.0,""p90"":307.0,""p95"":324.0,""p99"":357.0}",,,,,,256,,FALSE
